global_step,episode,episode_length,mean_reward,queue_total_proxy,co2_total_mg,fuel_total_ml,throughput,avg_waiting_proxy
478440,443,1080,-43.95524251448234,32736.0,174737860.36936566,56524360.12650816,536.0,115.46724245513371
479520,444,1080,-42.34223496127049,32370.0,174402642.06807193,56412033.1155833,547.0,112.24097139161896
480600,445,1080,-41.1754552046292,30450.0,173470750.7396212,56104616.73690969,536.0,104.56777809300749
481680,446,1080,-53.95498230333172,46594.0,204392827.97375157,66144006.63809693,550.0,152.28037111656596
482760,447,1080,-39.69644307849392,29292.0,165410121.44425583,53510320.920278,536.0,99.76833376799196
483840,448,1080,-44.31310823333343,36630.0,181709273.72066113,58788504.905056216,577.0,122.00573890286425
484920,449,1080,-48.63376101492156,39694.0,191090657.93658492,61819265.279664956,572.0,136.6008944728075
486000,450,1080,-39.957682637684286,29888.0,168405635.53893232,54479249.21247341,563.0,102.55181281931877
487080,451,1080,-41.28522009730093,30910.0,168257026.77720517,54426796.51022618,555.0,107.36300402152652
488160,452,1080,-47.0126323886911,40634.0,193231510.8060176,62510753.23711237,598.0,136.31585313449366
489240,453,1080,-56.90493404777402,48764.0,217368912.95133504,70322853.96681605,540.0,161.85551099562372
490320,454,1080,-41.78020342946797,32008.0,175237750.46544418,56680042.384173356,581.0,111.52426389410131
491400,455,1080,-46.34773040578763,37898.0,185990487.59668988,60168497.584152706,568.0,130.90069167967715
492480,456,1080,-43.72557556304879,35250.0,181647302.13965285,58760396.34290437,556.0,117.93197125883059
493560,457,1080,-38.744547940486434,29246.0,163699258.03985843,52957612.51934971,544.0,98.05786762082579
494640,458,1080,-38.33731130065573,28896.0,162767770.49147832,52651501.052885115,544.0,99.97985677402978
495720,459,1080,-40.569007692417316,30588.0,171736423.94594496,55546032.34794066,559.0,106.64807044028173
496800,460,1080,-39.99503058960522,30330.0,169651259.39459306,54877228.30117311,572.0,107.66933396520669
497880,461,1080,-44.99664409883895,33206.0,178939216.27401927,57880763.36688808,557.0,119.39139766737641
498960,462,1080,-40.55215247312576,30522.0,169520001.29433274,54833721.04215329,550.0,108.3460465728393
500040,463,1080,-38.462041911462045,29154.0,166369212.30427665,53818038.92975856,553.0,99.01709096326233
501120,464,1080,-38.70260335039383,29182.0,165336650.7206194,53483294.73055803,548.0,100.0689786440508
502200,465,1080,-39.886178743504196,31104.0,167578432.48181868,54211968.437997006,565.0,106.85053968305428
503280,466,1080,-49.492727486836145,43020.0,203436234.08741063,65812832.157284044,578.0,145.22577902899187
504360,467,1080,-39.300533760015774,30246.0,170093328.49880472,55023713.09413718,559.0,104.78522627162344
505440,468,1080,-57.466178088831484,50760.0,215472996.90560213,69709945.85245916,550.0,173.69114320322151
506520,469,1080,-45.969734096908844,38866.0,184314197.87849733,59633558.702376775,575.0,131.68873739203337
507600,470,1080,-38.66179440374839,29224.0,168801945.41720206,54597980.89324229,564.0,102.37337925422848
508680,471,1080,-40.88547499020162,31130.0,170545478.7615768,55173768.487613514,558.0,109.08731676045147
509760,472,1080,-42.245434810589856,33852.0,174334112.13134795,56397917.53892198,569.0,113.9058993331438
510840,473,1080,-40.53289740823377,31644.0,175213022.05334002,56669349.26486167,559.0,109.10421542205046
511920,474,1080,-38.87959747609281,30300.0,169056968.25122693,54686552.50499448,606.0,106.34518148080248
513000,475,1080,-52.31857056819261,46590.0,208423419.62828732,67423558.87906593,556.0,160.41394729236538
514080,476,1080,-40.41187975769343,30462.0,170130390.94316015,55029741.200004704,570.0,106.9191885157865
515160,477,1080,-42.337385190076894,32952.0,174565192.34021807,56465820.060139194,554.0,115.30971938742209
516240,478,1080,-41.761124492962026,30942.0,167312428.14706156,54130214.67960741,526.0,108.80788394577426
517320,479,1080,-42.30938512089282,34698.0,179936517.39442092,58206294.216731615,600.0,120.63916556503553
518400,480,1080,-43.36360517963352,34298.0,179068370.18390337,57927919.198815785,575.0,118.81746860613318
519480,481,1080,-52.43580155823888,45300.0,199651076.58141166,64603280.10581717,547.0,152.24765758752474
520560,482,1080,-42.69039566435934,31118.0,165821736.54667476,53649187.78945047,532.0,110.42915507951031
521640,483,1080,-43.158147038206096,33776.0,174924356.7951039,56590475.35542811,548.0,116.53017003374968
522720,484,1080,-38.36461732623086,27794.0,162784153.79598227,52656885.1470677,571.0,97.69401728796367
523800,485,1080,-47.90838565135782,39594.0,190646751.74805847,61686186.81110782,564.0,136.6691521344515
524880,486,1080,-46.80263624923625,36338.0,182968154.48102975,59183800.121426694,554.0,125.91321425338782
525960,487,1080,-48.35108828767986,35360.0,183358558.49954522,59306224.12036357,531.0,130.82424312076884
527040,488,1080,-40.88726043957193,30704.0,172967344.0998282,55942323.13356924,558.0,108.15853918521745
528120,489,1080,-39.42582425577879,29134.0,167238843.67877716,54090950.60231271,579.0,105.47622474815783
529200,490,1080,-48.22201679347425,38286.0,188729570.8294739,61059449.66075962,524.0,131.87493853690364
530280,491,1080,-43.567977834594345,33400.0,178975011.51165703,57890452.90280635,549.0,117.21363674992038
531360,492,1080,-46.04821275012222,36982.0,182707749.26348436,59102635.252633,539.0,127.69778434368108
532440,493,1080,-42.139304923996804,34036.0,178687116.43313235,57800138.746661246,576.0,120.9720741833549
533520,494,1080,-37.7190473848613,29084.0,161141407.30838606,52134651.05068403,571.0,100.42080657220855
534600,495,1080,-48.738571077389246,38736.0,192653419.4232979,62315158.80806309,548.0,138.74118025347
535680,496,1080,-41.002560445212225,31426.0,168133334.44623455,54389429.28966007,569.0,113.28178300412536
536760,497,1080,-38.71873732118534,29292.0,163147518.70143497,52783095.548445396,563.0,102.37754976244884
537840,498,1080,-43.855896531582324,34438.0,177967315.16226512,57566626.36150562,575.0,118.28325151377676
538920,499,1080,-40.79598983603489,29794.0,165095499.5308872,53410757.02578205,583.0,109.21423963114015
540000,500,1080,-40.06883740866945,28228.0,165595636.56877548,53566551.98815909,544.0,99.366917404086
541080,501,1080,-57.077112566437734,47430.0,207411276.80290207,67104810.41258519,507.0,166.47881313881442
542160,502,1080,-38.43721792151608,28018.0,160336450.86419445,51866676.795588866,569.0,98.25997463313713
543240,503,1080,-43.497602455565726,31564.0,177675225.8656527,57459789.65796065,541.0,114.4968191691649
544320,504,1080,-44.53662993338648,33224.0,174808270.10673743,56549015.3396411,556.0,120.35137422544521
545400,505,1080,-46.92361905304412,35234.0,179252984.66659832,57988622.682052635,546.0,126.5618775641241
546480,506,1080,-41.80527532090512,29620.0,164291329.20114127,53149615.63914405,545.0,104.3351841496107
547560,507,1080,-40.28371602834356,27536.0,162374229.59371296,52522992.76899337,559.0,99.81967331353661
548640,508,1080,-44.80290293237767,31636.0,177238157.17360282,57327492.89914275,553.0,113.92189885115337
549720,509,1080,-46.48301532542054,36510.0,184830253.9882541,59787046.59669959,565.0,125.62348621282145
550800,510,1080,-39.68869920103312,28000.0,162956226.0135214,52706320.41011391,591.0,97.70177883851022
551880,511,1080,-72.27522856829061,67658.0,259324800.65177867,83914082.18729325,577.0,226.27744823057662
552960,512,1080,-38.73791843209287,25896.0,158447031.27654123,51254547.72911861,559.0,88.30186618095304
554040,513,1080,-44.896032640269134,32840.0,174513590.54820865,56457397.25872168,548.0,113.97466900892276
555120,514,1080,-43.88851784091443,30698.0,174383634.57916057,56411774.562742725,561.0,105.69061229268978
556200,515,1080,-45.00940779117042,34004.0,179273069.21316704,57994929.86377184,561.0,115.95872627562407
557280,516,1080,-50.08757896295751,39202.0,195464787.6603805,63230192.388562314,564.0,133.7314123130194
558360,517,1080,-38.99921894069659,27650.0,161171710.5933064,52136904.86944564,580.0,94.17246586314619
559440,518,1080,-42.71159576893689,30414.0,172023232.35974672,55640448.67559933,566.0,106.53255714788511
560520,519,1080,-46.14744992082207,36338.0,180194496.36168647,58301724.6346101,568.0,119.44003690676209
561600,520,1080,-50.803226090334576,39742.0,190510257.2704791,61629162.92493057,527.0,136.70834397775317
562680,521,1080,-43.925903669590085,32890.0,177296183.1416643,57346860.89226706,557.0,113.23071110946266
563760,522,1080,-38.91662370895992,28286.0,163442702.27920258,52868612.820758164,561.0,97.72947540132925
564840,523,1080,-49.50165167809867,37740.0,190233246.59117812,61537367.007532075,546.0,131.51461813942944
565920,524,1080,-54.938614506464205,46166.0,207675104.80117416,67185441.16259222,542.0,153.70580851058125
567000,525,1080,-46.1112700487745,34114.0,175661660.82218483,56829828.46053058,558.0,116.14979488396345
568080,526,1080,-42.3736013224422,30324.0,170750242.35966462,55232901.146386445,553.0,102.85404620793997
569160,527,1080,-46.72187792248003,36106.0,186294166.65775713,60264295.143793784,583.0,117.80042659947429
570240,528,1080,-42.910189089063394,30948.0,172589650.95528525,55832206.24901886,527.0,103.39151360474571
571320,529,1080,-41.12357531051822,28302.0,165632943.82909024,53575909.67434175,559.0,97.41374979361844
572400,530,1080,-52.96954985439031,39952.0,197516263.43531278,63887010.59729578,502.0,135.42010916927418
573480,531,1080,-45.816743912973294,35080.0,177776368.60162777,57512936.73078492,569.0,120.83977352467424
574560,532,1080,-39.04960391009705,27328.0,163072927.44649506,52747132.33757735,567.0,93.15227397475206
575640,533,1080,-43.09756935057047,31452.0,170763170.49263823,55239824.406959295,565.0,109.01575464560423
576720,534,1080,-42.2063106754105,28950.0,171771949.70356926,55558255.68196242,531.0,100.50160510758323
577800,535,1080,-39.8680673606691,26566.0,161829080.91218236,52341684.32014089,591.0,97.25789157151996
578880,536,1080,-44.65277619524376,33252.0,179421364.31601217,58035896.637676984,573.0,113.69373082787007
579960,537,1080,-46.853320380748045,36938.0,181980265.49282277,58874080.127261676,533.0,123.88911692948376
581040,538,1080,-46.270288356011065,37018.0,183692699.91238418,59432501.45044977,562.0,123.39166749029279
582120,539,1080,-39.54799401111737,26868.0,163534671.0584562,52895132.24286373,566.0,94.664553832261
583200,540,1080,-39.48560895823732,29410.0,163900911.64239955,53027735.25540234,597.0,100.92781016237262
584280,541,1080,-49.96410389392335,39014.0,193571855.69657668,62617058.35946729,558.0,134.26037139713327
585360,542,1080,-47.18279776076336,36730.0,181485358.33144718,58713384.06106899,541.0,122.09479282861895
586440,543,1080,-46.581090088012864,36384.0,184962637.30051246,59832738.83676407,561.0,122.6643002259028
587520,544,1080,-40.47326129981788,28544.0,167390067.1706619,54144574.74287847,581.0,99.37404165276122
588600,545,1080,-40.07661254429283,27076.0,166341235.17352176,53798244.2639022,573.0,95.96867090452012
589680,546,1080,-39.15529552496817,27376.0,162420494.57889956,52539829.96550966,559.0,94.98141035120882
590760,547,1080,-39.76014809862899,28182.0,163747035.33514443,52970691.77518857,583.0,96.53305267557862
591840,548,1080,-40.51953810175198,26170.0,166923938.99504384,53978792.51169251,558.0,94.19983390261885
592920,549,1080,-40.34670611226423,27658.0,162638660.65948722,52605706.06454333,538.0,96.20481492233726
594000,550,1080,-44.59743114958973,32228.0,173049874.79812828,55979464.02179254,547.0,111.69530794585211
595080,551,1080,-40.70883848287926,27598.0,166252474.04478225,53774755.04065743,568.0,96.85124811433914
596160,552,1080,-42.68735671549747,30380.0,169825951.8206392,54931739.629192255,570.0,105.82110672032339
597240,553,1080,-46.865355016962994,35052.0,180734747.4619658,58467082.141904764,570.0,123.48801622377488
598320,554,1080,-52.10178017708185,41438.0,197454805.68423718,63874599.26386266,558.0,145.1752593503814
599400,555,1080,-42.05882424698349,30310.0,167114177.67949963,54059013.12272361,573.0,109.25480702219862
600480,556,1080,-39.088349271888056,26708.0,158506764.34341282,51274782.15809623,569.0,96.01664535257258
601560,557,1080,-42.214373958813354,30336.0,168668757.61848572,54561286.59012644,596.0,106.26032036682615
602640,558,1080,-41.10689923768591,29054.0,167938689.61052707,54323576.03442337,591.0,102.64452860320218
603720,559,1080,-44.00627305128894,33036.0,171799501.90271196,55580325.07730218,556.0,113.53011311755584
604800,560,1080,-42.33668246742866,29764.0,170522568.79667237,55155018.34112259,570.0,105.04761233589036
605880,561,1080,-42.227207866012094,27992.0,169237087.02872372,54731776.40102495,552.0,101.59086973267972
606960,562,1080,-39.60065538028818,24794.0,158158228.87312695,51153405.05156786,536.0,87.08967653287057
608040,563,1080,-38.81958234162773,25432.0,154504549.35278273,49982021.99522535,538.0,89.08854332500759
609120,564,1080,-47.05798619837624,34306.0,177962433.74173686,57568545.83445629,536.0,120.06122259616062
610200,565,1080,-45.934924882307655,32024.0,171713515.1645219,55553813.20407057,546.0,111.47239273636093
611280,566,1080,-42.97639887210322,27968.0,172537018.43741578,55802744.79621323,558.0,99.45025662170929
612360,567,1080,-42.22091504096417,26690.0,164734960.1473287,53283223.04186283,546.0,95.69004693573262
613440,568,1080,-39.977631447013856,24102.0,156461241.1040879,50608440.39689573,534.0,85.27359236547278
614520,569,1080,-42.524185381682585,27138.0,162985685.0126876,52720815.640029274,498.0,96.204038347238
615600,570,1080,-50.94410066388792,40400.0,195446433.4394359,63227837.25325365,569.0,137.82749232056292
616680,571,1080,-43.315144449133314,31998.0,173163553.7917724,56017732.99225691,593.0,111.14604704976925
617760,572,1080,-39.02202134986129,25320.0,156392122.14217463,50592401.52877639,555.0,88.9884842688913
618840,573,1080,-40.39773542443463,28070.0,165619350.71495852,53566921.515771925,573.0,98.31894807537265
619920,574,1080,-53.653742409021035,45124.0,198773609.56396696,64320083.343687,552.0,146.959697654613
621000,575,1080,-56.00284545947167,44680.0,211651295.62759846,68475863.56164995,531.0,149.04664691665116
622080,576,1080,-39.25299474259719,27164.0,164366522.9165094,53169304.62704038,592.0,91.28689881151382
623160,577,1080,-39.210898950528275,25430.0,157100976.72440168,50814964.53846721,563.0,87.28796112784096
624240,578,1080,-46.53028904559995,34844.0,183761920.67687666,59439775.592294805,574.0,119.71692266486612
625320,579,1080,-52.01765137109068,42058.0,194411156.75402275,62904529.166000634,553.0,138.51775119495295
626400,580,1080,-41.019475442212126,27050.0,161570438.17480102,52267950.55978268,551.0,90.29894753517803
627480,581,1080,-73.71310038730542,62010.0,237525308.02562654,76844916.60567653,529.0,223.14279916224623
628560,582,1080,-40.43572197920169,27776.0,164810926.1005285,53310901.869464986,566.0,93.62225610471472
629640,583,1080,-48.39801670434849,34522.0,182057061.64903352,58887030.32139248,558.0,121.8022430849475
630720,584,1080,-45.92975808043933,34370.0,179667935.44767374,58124897.75815058,591.0,116.72133318875052
631800,585,1080,-49.51636661080977,39044.0,188161000.4252724,60877320.2852458,544.0,129.29860674795992
632880,586,1080,-40.438123066359836,26836.0,163416345.17563972,52854921.72153889,595.0,95.15628480073494
633960,587,1080,-53.372725300912506,43216.0,197517118.1362078,63901800.532626815,579.0,148.9966105444075
635040,588,1080,-40.44545951869643,27374.0,162889012.0173162,52691833.50232479,531.0,92.83313591027579
636120,589,1080,-52.98540329371117,39108.0,199519868.06398737,64530371.07159248,519.0,139.57935208155428
637200,590,1080,-531.3804220911265,711194.0,1264256397.7473152,409413468.22687644,389.0,2340.72547581901
638280,591,1080,-69.6505537399365,63626.0,252127999.2969952,81572258.53015783,579.0,214.19632230078867
639360,592,1080,-40.64849027579224,26768.0,161034707.9480316,52086907.86894002,563.0,94.14001143511082
640440,593,1080,-39.173825623963666,28256.0,163033758.80561972,52741838.36280478,571.0,95.33789990523505
641520,594,1080,-58.018953765243594,47182.0,216538317.08339927,70046493.06640132,538.0,160.0903077722261
642600,595,1080,-42.68213471421878,29358.0,167432007.61193207,54160507.58823147,560.0,101.39799562150581
643680,596,1080,-50.96683048921938,42248.0,197606431.72710183,63927524.49311106,572.0,140.02876037500482
644760,597,1080,-41.089235957479154,29440.0,167872528.0750774,54304215.30153051,565.0,99.94870432119785
645840,598,1080,-39.65541240670889,27110.0,160119638.02646428,51798604.339881584,565.0,93.13303938737728
646920,599,1080,-41.72022420062777,29268.0,165398140.9904434,53503424.543294676,547.0,100.59810454545129
648000,600,1080,-46.35289163707928,35898.0,182523075.04525045,59052212.27121444,558.0,119.09090214150464
649080,601,1080,-46.180183440039784,34184.0,176926100.3692656,57241811.650159866,551.0,118.15219509845863
650160,602,1080,-40.49568576965492,28314.0,163617586.9671323,52928727.239039496,543.0,96.98544670350752
651240,603,1080,-48.0654665162172,35110.0,180850358.03833058,58505185.90435824,526.0,121.42001283452872
652320,604,1080,-45.984879078466534,35026.0,181539110.39660907,58726746.58203528,557.0,117.1345090813033
653400,605,1080,-39.92038985087317,27174.0,165266098.6796438,53455773.93873609,590.0,94.27227161958078
654480,606,1080,-45.660513437867245,34238.0,176003812.1005723,56940591.322043374,568.0,117.2480814335344
655560,607,1080,-48.83475003087602,37066.0,185101574.6554222,59890078.24566793,589.0,127.64194646445885
656640,608,1080,-56.97757276456887,46778.0,207583876.81158617,67158533.96761058,593.0,163.00421936504702
657720,609,1080,-49.50965153149376,37902.0,186609183.20821995,60356813.3234923,558.0,131.17804825857425
658800,610,1080,-41.772007803635915,27474.0,166740811.05189744,53931531.882145554,547.0,97.06772481058442
659880,611,1080,-44.287636661217704,32306.0,176427993.71048248,57061379.80851414,572.0,112.97389090495037
660960,612,1080,-37.687862034182515,26244.0,161370152.43212894,52199103.43836694,597.0,89.00769403729173
662040,613,1080,-46.74520333572525,31910.0,175013481.6275409,56606251.791081354,566.0,119.50573629600106
663120,614,1080,-40.632451090466745,26388.0,160846865.4532741,52025031.916836806,534.0,92.66712298624824
664200,615,1080,-39.45762607649765,26742.0,160398379.08538747,51888496.71762445,580.0,92.5563319143976
665280,616,1080,-63.605718468189984,54870.0,228011416.2775952,73784518.10637571,533.0,182.67401237826468
666360,617,1080,-40.112227158446444,26886.0,163924082.40160215,53015793.70881864,569.0,96.31724876758666
667440,618,1080,-41.98194496534403,28114.0,166915612.99231502,53979854.48628519,567.0,101.33198698543868
668520,619,1080,-41.04600479988531,29098.0,164356828.83028197,53171796.47301294,576.0,99.6717347409266
669600,620,1080,-48.49531467796318,35902.0,181652791.6058163,58765818.96812787,554.0,125.30784281268167
670680,621,1080,-40.84634877377758,27350.0,162027533.11594775,52411181.91041397,552.0,97.10342347989184
671760,622,1080,-40.584620349260476,26586.0,161764888.8313231,52325675.57791229,562.0,96.95304828391575
672840,623,1080,-39.60150559760293,27342.0,164286736.08673367,53135448.17044691,590.0,96.16510612513798
673920,624,1080,-41.63223893502797,27998.0,165260935.56534708,53454733.59097103,569.0,100.63463007832424
675000,625,1080,-46.73254817792184,34984.0,179786286.20655525,58162074.063724466,545.0,121.9605563832244
676080,626,1080,-40.755778903506936,27682.0,167284177.11662266,54106016.06686423,576.0,96.74563118817302
677160,627,1080,-46.351712531814435,33636.0,177506503.14316088,57418499.95718349,564.0,118.15044911942269
678240,628,1080,-68.49350159580203,62604.0,241379714.48410594,78119911.5445849,563.0,203.33980659760743
679320,629,1080,-54.57781452022588,41726.0,194242655.8378961,62844729.75244162,567.0,149.30711675178827
680400,630,1080,-42.625499550091476,29224.0,168415841.54049724,54474931.45396051,582.0,105.94971137103342
681480,631,1080,-42.98185122330283,28064.0,167760552.37112513,54252743.616234876,538.0,101.59713440798532
682560,632,1080,-41.480977981327094,25974.0,159734030.62727472,51671720.76228859,550.0,93.25086678451567
683640,633,1080,-46.77313939443682,32480.0,179100449.60439825,57932701.917626575,555.0,116.43730831166633
684720,634,1080,-46.4472267068041,34410.0,177016528.71338245,57271686.74582431,543.0,117.32905163315878
685800,635,1080,-41.1012517412981,26096.0,160498945.29953766,51912360.20831757,567.0,95.04690673894383
686880,636,1080,-48.24783813662792,33832.0,180231785.4369603,58298745.749984615,578.0,122.55496612004077
687960,637,1080,-43.56507059257447,28070.0,167778419.60928223,54263698.43488195,548.0,102.142800938141
689040,638,1080,-45.98182218320801,33190.0,178113154.55237475,57616235.304436415,568.0,118.41176557392542
690120,639,1080,-43.2270590271705,28936.0,169175093.3026378,54720377.477793686,579.0,104.20780384989675
691200,640,1080,-52.60295514044003,40348.0,195944273.16165188,63383906.38413161,559.0,140.97858653209173
692280,641,1080,-41.64219869698846,26384.0,159791181.00170568,51687536.64689491,553.0,96.30590919317405
693360,642,1080,-38.765241505882756,25150.0,157556073.74387917,50958104.101365305,575.0,91.68259186894514
694440,643,1080,-49.78275622256379,37532.0,190615916.44054112,61664201.51915931,567.0,131.60449705930736
695520,644,1080,-44.46472049733653,32900.0,175250218.8323943,56699723.4302204,558.0,112.45296767024801
696600,645,1080,-40.730721503258124,28508.0,162176529.10997537,52466097.16653409,582.0,101.47282280085692
697680,646,1080,-40.18653796405205,27724.0,161510915.72849882,52245031.429405816,540.0,98.47874246025502
698760,647,1080,-49.647377827873655,39350.0,191579323.41901386,61973176.09930293,587.0,137.459069255404
699840,648,1080,-45.20805566758317,31994.0,172610357.58496016,55824634.503783,560.0,114.46819182748182
700920,649,1080,-40.3956622320067,27362.0,157577702.6857328,50978727.20111118,545.0,97.52996242977729
702000,650,1080,-52.96372320270761,46094.0,205341538.29669893,66442458.159274474,570.0,148.51513472615076
703080,651,1080,-43.39328939327247,30880.0,170684813.85892874,55215418.97162001,556.0,107.0471605252639
704160,652,1080,-43.452460260857926,31128.0,170332122.45731026,55097121.560984254,563.0,111.0854929991367
705240,653,1080,-46.46169261790797,32314.0,176334134.37925068,57041357.35751094,553.0,117.62690376662677
706320,654,1080,-40.93193612364922,26908.0,165081649.43376526,53396288.27951185,555.0,96.39324302910815
707400,655,1080,-55.05578016449394,43682.0,203763497.76229277,65914429.45354308,590.0,155.25312977898278
708480,656,1080,-41.55331079109661,28102.0,166593979.02878788,53884350.53665551,551.0,98.79013223245593
709560,657,1080,-39.08197684521456,26356.0,157727978.5435598,51026293.60839283,565.0,91.14760934756578
710640,658,1080,-54.80089419739183,43508.0,203618924.0031424,65871013.00238673,554.0,155.10800317924992
711720,659,1080,-38.90518580116809,25364.0,156355643.2309824,50576714.19244591,556.0,89.63011792564565
712800,660,1080,-40.44485039286218,27016.0,161507492.80470768,52239553.13092751,537.0,96.02132773663317
713880,661,1080,-41.4768086478966,28744.0,165745830.22167674,53618513.6996877,548.0,97.44094717051232
714960,662,1080,-44.93143623670677,33670.0,175644704.94646037,56821194.38772033,581.0,113.90078641028136
716040,663,1080,-42.439659913398295,31544.0,171661818.84969935,55531005.211695254,574.0,105.96944924961825
717120,664,1080,-41.20102717193585,27350.0,165384256.17730606,53487107.354161195,553.0,96.62204829194938
718200,665,1080,-48.080570646085214,38358.0,185887351.421484,60139524.39185654,550.0,127.27885738989066
719280,666,1080,-43.40899946265163,31136.0,171996325.00427806,55631590.29896808,554.0,108.25766579385895
720360,667,1080,-43.20065454707126,31392.0,172262900.08613765,55721498.90459967,570.0,106.88971109364343
721440,668,1080,-43.67910196832509,30582.0,170104909.20613,55019257.257397816,560.0,110.27459740776109
722520,669,1080,-39.72215640619602,27194.0,161733664.74227357,52322195.930656455,556.0,94.83825485211912
723600,670,1080,-54.32977507020128,45646.0,203139429.4140371,65737886.15506985,545.0,151.6819149614912
724680,671,1080,-39.56815793649614,26264.0,161295138.5494643,52175194.87264257,543.0,90.8355862066307
725760,672,1080,-40.09676036344001,26402.0,161176426.3281256,52132801.1123007,560.0,93.78760172528844
726840,673,1080,-45.4701761566742,34980.0,178514959.89163327,57744767.98508965,584.0,120.11192297262532
727920,674,1080,-40.353231982398064,26298.0,162141397.5263228,52439846.972190134,543.0,93.13987147241103
729000,675,1080,-41.64905899723789,28738.0,166101974.32253456,53731094.851384595,544.0,99.38430281079222
730080,676,1080,-40.78912994695262,27976.0,165393553.5291247,53492818.31441153,571.0,100.6890906864908
731160,677,1080,-42.200478732605006,29132.0,170555895.5172576,55161567.85457427,545.0,105.05117705953947
732240,678,1080,-45.55304056128574,33586.0,178189090.9815019,57638023.77770833,554.0,118.03436748681693
733320,679,1080,-43.06409722842236,29960.0,168846772.12196824,54614990.717984825,552.0,107.56018712783249
734400,680,1080,-42.71882832642736,29876.0,171004037.2781585,55311228.48956777,576.0,108.43577353351552
735480,681,1080,-47.41878987395276,34734.0,180993380.67676386,58548675.86165703,539.0,122.64594932803912
736560,682,1080,-44.93760883851114,33120.0,174287933.2815617,56383470.01123074,532.0,114.84339496125027
737640,683,1080,-54.31798288085207,44594.0,203128287.46309775,65709509.48604361,560.0,157.4352434902913
738720,684,1080,-41.15523776642248,27754.0,164806761.83648396,53306859.84060855,569.0,97.78945751444614
739800,685,1080,-39.99327364383028,26082.0,156723505.18123043,50701939.21374184,537.0,91.10412813776912
740880,686,1080,-40.30212317451629,26704.0,162741365.40326732,52642294.71942057,574.0,93.93876563217071
741960,687,1080,-47.48154968733725,35844.0,182692858.21189862,59100454.27526056,561.0,121.53484021224803
743040,688,1080,-46.04759755176373,34156.0,177842909.47438094,57532656.602735326,574.0,118.35559607943932
744120,689,1080,-43.68361241067882,30444.0,171476368.17604637,55463515.84608541,576.0,110.9739577967193
745200,690,1080,-43.19631482919357,28488.0,165877564.29240054,53649995.1779878,549.0,103.33672579320185
746280,691,1080,-41.48154710899854,27744.0,167450028.95322287,54151925.35912685,531.0,98.1339825371809
747360,692,1080,-50.37463483233223,38834.0,186057375.2869818,60194457.999507084,551.0,132.08103790985174
748440,693,1080,-40.01124107110713,26874.0,159405107.6629686,51562921.61272462,567.0,96.01259069639136
749520,694,1080,-48.62082360765116,36058.0,186289925.9588881,60264394.92899529,568.0,124.26228660692344
750600,695,1080,-43.545904346241116,31068.0,174588652.6959213,56470184.86291317,590.0,107.52682176292662
751680,696,1080,-39.43422712086014,26748.0,161252137.81653148,52160903.41366585,601.0,94.91362699410662
752760,697,1080,-50.68798608385105,37552.0,190185186.14334312,61517495.428295776,543.0,131.627880706429
753840,698,1080,-39.24241077479048,26656.0,162110539.01219705,52432740.55139409,595.0,94.03630203265237
754920,699,1080,-41.0848572833022,27054.0,163604236.90460163,52914069.31359727,546.0,96.45598672000457
756000,700,1080,-54.91681161484344,41936.0,199695144.86355028,64600150.457286574,538.0,149.7044090139604
757080,701,1080,-40.727316191893834,29194.0,165831026.34613976,53639800.63361969,586.0,100.44152371975534
758160,702,1080,-48.97212248627032,35778.0,188032841.61123738,60820777.04191713,564.0,124.50588224376882
759240,703,1080,-40.74581818713228,28188.0,164190007.85897866,53112962.16104403,539.0,97.41553060851268
760320,704,1080,-42.72590964462958,31154.0,169330053.3198701,54782299.980951466,556.0,105.42482867010621
761400,705,1080,-41.551285936405385,30832.0,168112229.31091017,54384105.254615106,568.0,105.926484035883
762480,706,1080,-52.556008793633865,43196.0,200143708.65968645,64750312.05751023,538.0,142.91468596905176
763560,707,1080,-40.0237168731774,26924.0,160971485.1811893,52073306.69281016,548.0,92.51077341382837
764640,708,1080,-53.29557375559648,42582.0,196854419.93705508,63694682.09932498,531.0,142.6570944297046
765720,709,1080,-46.809601442452305,35316.0,179125588.42327318,57949544.74449464,573.0,122.0562248522319
766800,710,1080,-47.890946204697755,34508.0,177966272.25152454,57567636.01628682,532.0,122.41461555305018
767880,711,1080,-43.99020248183876,30594.0,175342206.92384446,56712927.08037381,586.0,108.02478731506466
768960,712,1080,-61.74237847270204,52132.0,221195493.1185517,71573632.99240024,531.0,178.4614070448266
770040,713,1080,-40.33770491902223,27466.0,162282529.60286286,52493371.208343565,553.0,94.91262025814348
771120,714,1080,-51.08272063786886,40574.0,193028100.4751331,62454110.901684545,541.0,136.0585970736714
772200,715,1080,-57.9163573040737,47310.0,208636838.63170266,67506251.26513468,555.0,161.53944579313483
773280,716,1080,-40.9240138234522,28238.0,170416442.69414464,55116845.60457141,579.0,97.38460085211317
774360,717,1080,-40.20100229979093,28738.0,168836382.58469686,54610792.08787735,601.0,97.34142465555985
775440,718,1080,-40.19911564904919,25930.0,159326871.59504882,51533722.25588229,571.0,93.08853890943045
776520,719,1080,-41.7550738192728,27496.0,164062586.61448297,53065060.093134664,556.0,98.33766309684232
777600,720,1080,-42.556778581240025,30710.0,166401846.81384903,53839417.22165803,572.0,106.39770364784307
778680,721,1080,-39.76932815546907,27632.0,161639603.1818827,52289783.64164691,559.0,95.26488260092108
